molecule_chembl_id;canonical_smiles;standard_value;clase
CHEMBL388176;COc1cc(Sc2c[nH]c3ccc([N+](=O)[O-])cc23)cc(OC)c1OC;16000.0;inactive
CHEMBL3318131;COc1cc(C(=O)c2ccn(S(=O)(=O)c3ccccc3)c2)cc(OC)c1OC;16000.0;inactive
CHEMBL382827;CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1ccccc1OC;16000.0;inactive
CHEMBL5088268;COC1=CC[C@@H]([C@@H](C)/C=C(C)/C=C\C=C/C(=O)N[C@H](C(=O)N/C=C(/C)CCOC(N)=O)C(C)(C)C)OC1=O;16000.0;inactive
CHEMBL5190301;CCCCc1ccc2nc(NC(=O)c3ccco3)[nH]c2c1;16170.0;inactive
CHEMBL356370;COc1ccc(Oc2cc(OC)c(OC)c(OC)c2)cc1O;16218.1;inactive
CHEMBL4851330;O=C(Nc1ccc(O)cc1)c1ncc(-c2ccccc2)o1;16700.0;inactive
CHEMBL4530424;COc1ccc2c(O)c(Cc3cc(OC)c(OC)c(OC)c3)ccc2c1;17000.0;inactive
CHEMBL368071;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@H](OC(=O)C13CCC(C)(C(=O)O1)C3(C)C)CC2;17000.0;inactive
CHEMBL3597189;COc1cc(Cc2c(-c3ccccc3)[nH]c3cccc(Cl)c23)cc(OC)c1OC;17000.0;inactive
CHEMBL49326;Oc1nc(/C=C/c2ccccc2)nc2cc(Cl)ccc12;17000.0;inactive
CHEMBL4174684;N#C/C(=C\c1ccc(Br)cc1)n1nnc2ncccc21;17200.0;inactive
CHEMBL3407749;COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(O)c1OC;17800.0;inactive
CHEMBL200062;CC(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;18000.0;inactive
CHEMBL383230;c1ccc(COc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1;18100.0;inactive
CHEMBL74590;COc1ccc(/C=C\c2ccc(OC)c(OC)c2)cc1;18197.01;inactive
CHEMBL229675;COc1cc(Sc2c[nH]c3ccc(OC(C)C)cc23)cc(OC)c1OC;19000.0;inactive
CHEMBL3407748;COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1OC;19300.0;inactive
CHEMBL4854066;COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCC(=O)NO;19600.0;inactive
CHEMBL384281;CN(C)CC(=O)Nc1ccc(C(=O)/C=C/c2ccccn2)cc1;19800.0;inactive
CHEMBL4588790;COc1cc(/C=C2\CCCc3c(ccc(OC)c3[N+](=O)[O-])C2=O)cc(OC)c1OC;20000.0;inactive
CHEMBL4465355;COc1cc(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4434683;COc1ccc2c(c1O)CCC(=C\c1cc(OC)c(OC)c(OC)c1)/C2=N\O;20000.0;inactive
CHEMBL2313460;COc1cc(Sc2c(C3CCCCC3)[nH]c3ccccc23)cc(OC)c1OC;20000.0;inactive
CHEMBL4586434;COc1cc(C(=O)c2cn(-c3ccccc3N)cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4472034;COc1cc(C(=O)c2cn(-c3ccccc3[N+](=O)[O-])cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4435202;COc1cc(C(=O)c2cn(-c3ccccc3Cl)cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4577759;COc1cc(C(=O)c2cn(-c3ccccc3C)cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4586389;COc1ccc2c(c1Br)CCC(=C\c1cc(OC)c(OC)c(OC)c1)/C2=N\O;20000.0;inactive
CHEMBL4446689;COc1ccc2c(c1Br)CC[C@H]1[C@H](c3cc(OC)c(OC)c(OC)c3)[C@@H]21;20000.0;inactive
CHEMBL4458015;COc1cc(C(=O)c2cn(-c3cc(OC)c(OC)c(OC)c3)cc2-c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4440775;COc1ccc2c(c1)CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4577401;COc1ccc2c(c1Br)CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4470121;COc1ccc2c(c1N)CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4474265;COc1ccc2c(c1O)CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4449212;COc1cc(/C=C2\CCc3c(ccc(OC)c3[N+](=O)[O-])C2=O)cc(OC)c1OC;20000.0;inactive
CHEMBL2313461;COc1cc(C(=O)c2c(C3CCCCC3)[nH]c3ccccc23)cc(OC)c1OC;20000.0;inactive
CHEMBL4435667;COc1ccc2c(c1)CC[C@H]1[C@H](c3cc(OC)c(OC)c(OC)c3)[C@@H]21;20000.0;inactive
CHEMBL3597193;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cccc(OC)c23)cc(OC)c1OC;20000.0;inactive
CHEMBL3580689;COc1ccc(-c2nc3sc4ccccc4n3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;20000.0;inactive
CHEMBL3604212;COc1ccc2c(c1)CCCN2c1cccc2cccnc12;20000.0;inactive
CHEMBL3597198;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccc(Cl)cc23)cc(OC)c1OC;20000.0;inactive
CHEMBL4587831;COc1cc(C(=O)c2cn(-c3ccc(F)cc3)cc2-c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4099329;COc1ccc(N(C)c2nc(N)nc3c(Cc4ccccc4)c[nH]c23)cc1;20000.0;inactive
CHEMBL4447382;COc1ccc2c(c1O)CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4571671;COc1cc(C(=O)c2cn(-c3cccc(C)c3)cc2-c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4563256;COc1cc(C(=O)c2cn(-c3cccc(C)c3)cc2-c2cccc([N+](=O)[O-])c2)cc(OC)c1OC;20000.0;inactive
CHEMBL3597186;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3cccc(Br)c23)cc(OC)c1OC;20000.0;inactive
CHEMBL4440994;COc1cc(C(=O)c2cn(-c3ccccc3)cc2/C=C/c2ccccc2)cc(OC)c1OC;20000.0;inactive
CHEMBL3597192;COc1cc(Sc2c(-c3ccccc3)[nH]c3cccc(OC)c23)cc(OC)c1OC;20000.0;inactive
CHEMBL4474169;COc1ccc(Br)cc1-c1cn(-c2ccccc2)cc1C(=O)c1cc(OC)c(OC)c(OC)c1;20000.0;inactive
CHEMBL4868716;COc1ccc(Nc2nc(Cl)nc3cnn(C)c23)cc1;20000.0;inactive
CHEMBL4563844;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC;20000.0;inactive
CHEMBL4587523;COc1ccc2c(c1Br)CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4523070;COc1ccc2c(c1)CCC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL4519280;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2cccc(Br)c2)cc(OC)c1OC;20000.0;inactive
CHEMBL4450369;COc1ccc2c(c1C#N)CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL3401785;COC(=O)Nc1nc2ccc(C(=O)c3ccc(O)cc3O)cc2[nH]1;20000.0;inactive
CHEMBL4549184;COc1cc(C(=O)c2cn(-c3ccc(F)cc3)cc2-c2cccc([N+](=O)[O-])c2)cc(OC)c1OC;20000.0;inactive
CHEMBL4453386;COc1ccc2c(c1N)CC/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O;20000.0;inactive
CHEMBL2313469;COc1cc(C(=O)c2c(-c3ccccn3)[nH]c3ccccc23)cc(OC)c1OC;20000.0;inactive
CHEMBL3347603;COc1cc(/C=C\c2ccc(OC)c(B(O)O)c2)cc(OC)c1;21000.0;inactive
CHEMBL3304686;COc1ccc(N(C)c2nc(C)nc3c(Cc4ccccc4)c[nH]c23)cc1;21000.0;inactive
CHEMBL3407503;COc1cc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC;21400.0;inactive
CHEMBL2299096;COc1ccc(C(O)C(O)c2cc(OC)c(OC)c(OC)c2)cc1O;21877.62;inactive
CHEMBL200083;CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1;22000.0;inactive
CHEMBL1096450;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1B(O)O;22000.0;inactive
CHEMBL36556;COc1ccc([C@H](O)[C@@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O;22000.0;inactive
CHEMBL126094;COc1ccc(/C=C2\Oc3c(cc(OC)c(OC)c3OC)C2=O)cc1O;22000.0;inactive
CHEMBL150438;COc1ccc(OCc2cc(OC)c(OC)c(OC)c2)cc1O;22387.21;inactive
CHEMBL86960;COc1ccc(NCc2cc(OC)c(OC)c(OC)c2)cc1;22908.68;inactive
CHEMBL35769;COC1=CC(=O)N(C(=O)[C@@H](OC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@H]1Cc1ccccc1;23000.0;inactive
CHEMBL4163335;Cc1ccc(/C=C(\C#N)n2nnc3ncccc32)cc1;23900.0;inactive
CHEMBL74707;COc1ccc(/C=C\c2cc(OC)c(OC(C)=O)c(OC)c2)cc1;23988.33;inactive
CHEMBL210806;COc1cc(/C=C\Cc2cc(O)c3ccsc3c2)cc(OC)c1OC;24600.0;inactive
CHEMBL4542687;CC(=O)Nc1nc2ccc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)cc2s1;25000.0;inactive
CHEMBL2322517;COc1ccc(C2CC2c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-];26300.0;inactive
CHEMBL5197653;COc1ccc(-c2csc(Nc3ccc(OC)cc3OC)n2)cc1;26800.0;inactive
CHEMBL87209;COc1cc(/C=C\c2ccc(OC(C)=O)cc2)cc(OC)c1OC;28840.32;inactive
CHEMBL2313484;COc1cc(C(=O)c2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(OC)c1OC;29000.0;inactive
CHEMBL4174066;N#C/C(=C\c1ccc(Br)cc1)n1nnc2cnccc21;29100.0;inactive
CHEMBL204754;c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1;29900.0;inactive
CHEMBL381330;c1ccc(CNc2ccccc2-c2c[nH]c(Nc3ccc4c(c3)OCCO4)n2)nc1;30000.0;inactive
CHEMBL204853;c1ccc(CNc2ccccc2-c2csc(Nc3ccc4c(c3)OCCO4)n2)nc1;30000.0;inactive
CHEMBL203159;c1ccc(CNc2ncncc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1;30000.0;inactive
CHEMBL4171238;COc1ccc(/C=C(\C#N)n2nnc3ncccc32)cc1;30000.0;inactive
CHEMBL4167882;COc1cc(/C=C(\C#N)n2nnc3ncccc32)cc(OC)c1OC;30000.0;inactive
CHEMBL4175091;Cc1ccc(/C=C(\C#N)n2nc3cccnc3n2)cc1;30000.0;inactive
CHEMBL4164453;COc1ccc(/C=C(\C#N)n2nc3cccnc3n2)cc1;30000.0;inactive
CHEMBL4171645;Cc1ccc(/C=C(\C#N)n2nnc3cccnc32)cc1;30000.0;inactive
CHEMBL4161042;COc1ccc(/C=C(\C#N)n2nnc3cccnc32)cc1;30000.0;inactive
CHEMBL16947;O=C(/C=C/c1ccccn1)c1ccccc1;30000.0;inactive
CHEMBL4159962;N#C/C(=C\c1ccc2ccccc2c1)n1nnc2ncccc21;30000.0;inactive
CHEMBL4177429;COc1ccc(/C=C(\C#N)n2nnc3cnccc32)cc1;30000.0;inactive
CHEMBL4169577;N#C/C(=C\c1ccc2ccccc2c1)n1nnc2cnccc21;30000.0;inactive
CHEMBL4167247;Cc1ccc(/C=C(\C#N)n2nc3ccncc3n2)cc1;30000.0;inactive
CHEMBL4159334;COc1ccc(/C=C(\C#N)n2nc3ccncc3n2)cc1;30000.0;inactive
CHEMBL4170633;Cc1ccc(/C=C(\C#N)n2nnc3ccncc32)cc1;30000.0;inactive
CHEMBL4162707;COc1ccc(/C=C(\C#N)n2nnc3ccncc32)cc1;30000.0;inactive
CHEMBL204972;c1ccc(CNc2ccncc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1;30000.0;inactive
CHEMBL382867;FC(F)(F)c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccccn2)n1;30000.0;inactive
CHEMBL383032;CN1CCCC1NCNc1ncccc1-c1nnc(Nc2ccc3c(c2)OCCO3)o1;30000.0;inactive
CHEMBL204233;CN(c1ccc2c(c1)OCCO2)c1nnc(-c2cccnc2NCc2ccccn2)o1;30000.0;inactive
CHEMBL4166148;Cc1ccc(/C=C(\C#N)n2nnc3cnccc32)cc1;30000.0;inactive
CHEMBL200078;COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1cccc(OC)c1;31000.0;inactive
CHEMBL76933;COc1cc(OC)c(-c2oc3ccccc3c(=O)c2O)c(OC)c1;31000.0;inactive
CHEMBL3347552;COc1cc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)ccc1B(O)O;31000.0;inactive
CHEMBL4863787;CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(OP(=O)(O)O)cc34)C21;31600.0;inactive
CHEMBL3580692;COc1cc(Nc2c(-c3ccc(Cl)cc3)nc3cnccn23)cc(OC)c1OC;32000.0;inactive
CHEMBL3580694;COc1cc(-c2nc3cnccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc(OC)c1O;34000.0;inactive
CHEMBL3580700;COc1ccc(Nc2c(-c3ccc(OC)cc3)nc3ccccn23)cc1;34000.0;inactive
CHEMBL3580693;COc1cc(Nc2c(-c3ccc(F)cc3)nc3cnccn23)cc(OC)c1OC;36000.0;inactive
CHEMBL3580688;COc1ccc(-c2nc3sccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;36000.0;inactive
CHEMBL208272;Nc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)cc1;36000.0;inactive
CHEMBL87162;COc1cc(/C=C\c2ccccc2)cc(OC)c1OC;36307.81;inactive
CHEMBL3580687;COc1ccc(-c2nc3cnccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;38000.0;inactive
CHEMBL3580704;COc1ccc(-c2nc3cccc(C)n3c2Nc2cc(OC)c(OC)c(OC)c2)cc1O;38000.0;inactive
CHEMBL3580697;COc1ccc(Nc2c(-c3ccc(OC)c(O)c3)nc3cnccn23)cc1;38000.0;inactive
CHEMBL3580691;COc1cc(Nc2c(-c3cccc(O)c3)nc3cnccn23)cc(OC)c1OC;39000.0;inactive
CHEMBL376312;COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1ccc(OC)cc1;40000.0;inactive
CHEMBL373536;COC(=O)c1[nH]c2ccccc2c1S(=O)(=O)c1ccccc1;40000.0;inactive
CHEMBL390534;COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1cc(OC)c(OC)c(OC)c1;40000.0;inactive
CHEMBL201898;CCOC(=O)c1[nH]c2ccccc2c1Sc1ccc(OC)cc1;40000.0;inactive
CHEMBL35028;CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21;40000.0;inactive
CHEMBL4871731;COc1ccc(-c2cnc(C(=O)Nc3ccc(O)cc3)o2)cc1F;40000.0;inactive
CHEMBL2313475;COc1cc(C(=O)c2c(-c3cccc4ccccc34)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL73991;COc1cc(-c2oc3c(OC)c(OC)cc(O)c3c(=O)c2OC)ccc1O;40000.0;inactive
CHEMBL2313476;COc1cc(Cc2c(-c3cccc4ccccc34)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL59220;COc1cc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)ccc1O;40000.0;inactive
CHEMBL2313478;COc1cc(C(=O)c2c(-c3ccc4ccccc4c3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL4855814;COc1ccc(-c2cnc(C(=O)Nc3ccc(O)cc3)o2)cc1;40000.0;inactive
CHEMBL77198;COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1;40000.0;inactive
CHEMBL276760;Cn1c(-c2ccc(O)cc2)cc(=O)c2ccccc21;40000.0;inactive
CHEMBL2313479;COc1cc(C(O)c2c(-c3ccc4ccccc4c3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL2313480;COc1cc(Cc2c(-c3ccc4ccccc4c3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL2313454;COc1cc(Sc2c(-c3csc4ccccc34)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL2313455;COc1cc(Sc2c(-c3ccc(-c4ccccc4)cc3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL289686;COc1ccc([C@@H](O)[C@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O;40000.0;inactive
CHEMBL422237;COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(O)c3c(=O)c2OC)cc1OC;40000.0;inactive
CHEMBL2313474;COc1cc(Sc2c(-c3cccc4ccccc34)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL77588;COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2O)cc1O;40000.0;inactive
CHEMBL307856;COc1cc(-c2cc(=O)c3ccccc3o2)cc(OC)c1OC;40000.0;inactive
CHEMBL2313487;COc1cc(Cc2c(-c3ccn(S(=O)(=O)c4ccccc4)c3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL387560;COc1cc(Sc2c[nH]c3ccc(OCCOCc4ccccc4)cc23)cc(OC)c1OC;40000.0;inactive
CHEMBL78010;COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1;40000.0;inactive
CHEMBL77156;COc1cc(-c2oc3c(OC)c(O)c(OC)c(O)c3c(=O)c2OC)ccc1O;40000.0;inactive
CHEMBL2313805;COc1cc(Sc2c(C3=NCCN3)[nH]c3ccccc23)cc(OC)c1OC;40000.0;inactive
CHEMBL2313463;COc1ccc(-c2[nH]c3ccccc3c2Sc2cc(OC)c(OC)c(OC)c2)cc1OC(C)C;40000.0;inactive
CHEMBL2313465;COc1ccc(-c2[nH]c3ccccc3c2Sc2cc(OC)c(OC)c(OC)c2)cc1OC;40000.0;inactive
CHEMBL2313467;COc1ccc(-c2[nH]c3ccccc3c2Cc2cc(OC)c(OC)c(OC)c2)cc1;40000.0;inactive
CHEMBL312750;COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC;40000.0;inactive
CHEMBL78167;COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2O)cc1O;40000.0;inactive
CHEMBL74675;COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1;40000.0;inactive
CHEMBL77705;COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc(OC)c1OC;40000.0;inactive
CHEMBL74898;COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1;40000.0;inactive
CHEMBL77993;COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC;40000.0;inactive
CHEMBL77385;COc1cc(-c2oc3c(OC)c(O)c(OC)c(O)c3c(=O)c2OC)cc(OC)c1OC;40000.0;inactive
CHEMBL35027;CCCCCCCCCCCCCCCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21;40000.0;inactive
CHEMBL75978;COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1OC;40000.0;inactive
CHEMBL61609;CSc1ccc2c(cc1=O)[C@@H](NC(C)=O)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL297123;Sc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL48188;CCOc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;40000.0;inactive
CHEMBL298971;Cc1cccc2nc(/C=C/c3ccccc3)nc(O)c12;40000.0;inactive
CHEMBL49782;Nc1ccccc1C(=O)Oc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;40000.0;inactive
CHEMBL50761;Cc1nc(O)c2cc(Cl)ccc2n1;40000.0;inactive
CHEMBL48846;O=S1(=O)N=C(/C=C/c2ccccc2)Nc2ccccc21;40000.0;inactive
CHEMBL301343;Oc1nc(/C=C/c2ccccc2)nc2c(Cl)cccc12;40000.0;inactive
CHEMBL49142;C/C=C/c1nc(O)c2ccccc2n1;40000.0;inactive
CHEMBL49327;Oc1nc(/C=C/c2ccccc2)nc2cccc(Cl)c12;40000.0;inactive
CHEMBL3318130;COc1cc(C(=O)c2ccn(Cc3ccccc3)c2)cc(OC)c1OC;40000.0;inactive
CHEMBL47813;O=c1[nH]c(=O)c2nc(/C=C/c3ccccc3)nc(O)c2[nH]1;40000.0;inactive
CHEMBL3318127;COc1cc(C(=O)c2ccn(-c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC;40000.0;inactive
CHEMBL46037;Oc1nc(Cc2ccccc2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL203996;Nc1ccccc1C(=O)NC(=O)Nc1ccc(Sc2ncc(Br)cn2)cc1;40000.0;inactive
CHEMBL49534;Oc1nc(C#Cc2ccccc2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL49389;Cn1c(/C=C/c2ccccc2)nc(=O)c2cc(Cl)ccc21;40000.0;inactive
CHEMBL296732;Oc1nc(/C=C/c2ccccc2)nc2cc(N3CCCCC3)c(F)cc12;40000.0;inactive
CHEMBL432119;Oc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;40000.0;inactive
CHEMBL49470;O=c1c2cc(Cl)ccc2nc2n1NC(c1ccccc1)C2;40000.0;inactive
CHEMBL3318086;COc1cc(C(=O)c2cc[nH]c2)cc(OC)c1OC;40000.0;inactive
CHEMBL45876;Oc1nc(CC(c2ccccc2)N2CCOCC2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL48706;CCN(CC)CCCC(C)Nc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL381320;O=C(OCc1ccccc1)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL199392;COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccc(OC)cc1;40000.0;inactive
CHEMBL201286;CC(C)CCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL203412;CC(C)(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL373225;CCC(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL199514;CCCCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL201740;COC(=O)c1[nH]c2cc(OC)ccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL3597195;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3ccc(Br)cc23)cc(OC)c1OC;40000.0;inactive
CHEMBL197661;COC(=O)c1[nH]c2ccc(OC)cc2c1S(=O)(=O)c1ccccc1;40000.0;inactive
CHEMBL372986;COC(=O)c1[nH]c2cccc(OC)c2c1Sc1ccccc1;40000.0;inactive
CHEMBL200978;CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1ccc(OC)cc1;40000.0;inactive
CHEMBL3580690;COc1ccc(-c2nc3cnccn3c2Nc2cc(OC)c(OC)c(OC)c2)cc1;40000.0;inactive
CHEMBL201183;CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1S(=O)(=O)c1ccccc1;40000.0;inactive
CHEMBL201451;COC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1;40000.0;inactive
CHEMBL4170134;COc1ccc(-c2sc3cc4c(cc3c2C(=O)c2cc(OC)c(OC)c(OC)c2)OCO4)cc1O;40000.0;inactive
CHEMBL273425;COc1ccc(-c2sc3cc(OC)ccc3c2C(=O)c2cc(OC)c(OC)c(OC)c2)cc1;40000.0;inactive
CHEMBL383538;CCCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1;40000.0;inactive
CHEMBL297379;Oc1nc(/C=C/c2ccccc2)nc2sccc12;40000.0;inactive
CHEMBL47353;Oc1nc(/C=C/c2ccccc2)nc2ccc3ncccc3c12;40000.0;inactive
CHEMBL199747;COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccccc1OC;40000.0;inactive
CHEMBL46351;Oc1nc(/C=C/c2ccccc2)nc2cc(Cl)c(F)cc12;40000.0;inactive
CHEMBL58069;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1cc(O)c(O)c(O)c1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL294164;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(CBr)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL445096;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccccc1[N+](=O)[O-])CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL58428;CSc1ccc2c(cc1=O)[C@@H](NC(=O)C13CC4CC(CC(C4)C1)C3)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL58503;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(N)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL292398;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(NC(=O)C34CCC(C)(C(=O)O3)C4(C)C)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL3318087;COc1cc(C(=O)c2ccn(C)c2)cc(OC)c1OC;40000.0;inactive
CHEMBL294836;CCC(=O)Oc1cc2c(c(OC(=O)CC)c1OC(=O)CC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CC2;40000.0;inactive
CHEMBL58440;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL433835;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CCc1cc(OC(=O)C(C)C)c(OC(=O)C(C)C)c(OC(=O)C(C)C)c1-2;40000.0;inactive
