molecule_chembl_id;canonical_smiles;standard_value;clase
CHEMBL3597215;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(Br)cccc23)cc(OC)c1OC;1700.0;intermediate
CHEMBL2313453;COc1cc(Sc2c(-c3cc4ccccc4s3)[nH]c3ccccc23)cc(OC)c1OC;1700.0;intermediate
CHEMBL3318118;COc1cc(C(=O)c2ccn(-c3ccccc3O)c2)cc(OC)c1OC;1700.0;intermediate
CHEMBL3597220;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(F)cccc23)cc(OC)c1OC;1700.0;intermediate
CHEMBL4292866;COc1cc(Sc2c[nH]c3ccc(-c4ccsc4)cc23)cc(OC)c1OC;1700.0;intermediate
CHEMBL4638706;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OCc4cn(CCCCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL4644409;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4cn(CCCCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL4645270;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OCc4cn(CCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL4643070;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)OCc4cn(CCCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL4649154;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4cn(CCCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL4636049;C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4cn(CCCCCC(=O)NO)nn4)cn1c23;1790.0;intermediate
CHEMBL3318114;COc1cccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)c1;1800.0;intermediate
CHEMBL205124;c1cnc(NCc2ccc3c(c2)OCCO3)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1;1800.0;intermediate
CHEMBL2313483;COc1cc(Sc2c(-c3cc4ccccc4[nH]3)[nH]c3ccccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL230747;COc1cc(C(=O)c2ccc3c(ccn3CO)c2)cc(OC)c1OC;1800.0;intermediate
CHEMBL2313815;COc1cc(Sc2c(-c3ccc(F)cc3)[nH]c3ccccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL3597217;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(Cl)cccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL2313820;COc1cc(C(=O)c2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL4277741;COc1cc(Sc2c[nH]c3ccc(-c4ccoc4)cc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL3393085;COc1ccc(/C=C/C(=O)c2ccccc2-c2ccc(F)cc2)cc1;1800.0;intermediate
CHEMBL2331951;CCOc1ccc(Nc2nc(-c3cccc(OC)c3OC)no2)cc1;1800.0;intermediate
CHEMBL2331941;CCc1ccc(Nc2nc(-c3cc(OC)ccc3OC)no2)cc1;1800.0;intermediate
CHEMBL192224;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-];1800.0;intermediate
CHEMBL3329900;O=C(NCc1ccccc1)N1CCC(c2nc(-c3ccccc3)no2)CC1;1800.0;intermediate
CHEMBL2313810;COc1cc(Sc2c(-c3ccc(Cl)cc3)[nH]c3ccccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL2322518;COc1cc(C2CC2/C=C/c2ccccc2)cc(OC)c1OC;1800.0;intermediate
CHEMBL2313485;COc1cc(C(O)c2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL4553655;COc1cc(C(=O)c2cn(-c3ccc(N)cc3)cc2-c2ccc([N+](=O)[O-])cc2)cc(OC)c1OC;1800.0;intermediate
CHEMBL203353;COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cccc(OC)c1;1800.0;intermediate
CHEMBL3597222;COc1cc(C(=O)c2c(-c3ccccc3)[nH]c3c(OC)cccc23)cc(OC)c1OC;1800.0;intermediate
CHEMBL216956;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2N)cc1N;1800.0;intermediate
CHEMBL9859;COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O;1800.0;intermediate
CHEMBL4290717;O=C(/C=C\Nc1ccc2ncccc2c1)c1c(-c2ccccc2)nc2ccccn12;1820.0;intermediate
CHEMBL4280415;O=C(c1cn(Cc2cccc(Oc3ccccc3)c2)nn1)c1cccnc1Nc1ccc(F)cc1;1840.0;intermediate
CHEMBL216144;COc1ccc(S(=O)(=O)N2CCc3cccc(NC(C)=O)c32)cc1;1900.0;intermediate
CHEMBL3597205;COc1cc(Sc2c(-c3ccccc3)[nH]c3cc(Br)ccc23)cc(OC)c1OC;1900.0;intermediate
CHEMBL217695;COc1ccc(S(=O)(=O)N2CCc3cccc(NC(=O)c4ccc([N+](=O)[O-])cc4)c32)cc1;1900.0;intermediate
CHEMBL2313793;COc1cc(C(=O)c2c(-c3ccco3)[nH]c3ccccc23)cc(OC)c1OC;1900.0;intermediate
CHEMBL395786;COc1cc(C(=O)c2cccc3c2ccn3C)cc(OC)c1OC;1900.0;intermediate
CHEMBL2331935;COc1ccc(Nc2nc(-c3cccc(OC)c3)no2)cc1;1900.0;intermediate
CHEMBL2322516;COc1ccc([C@@H]2C[C@@H]2c2ccc(OC)c(OC)c2OC)cc1N;1900.0;intermediate
CHEMBL4461003;COc1cc(C(=O)c2cn(-c3cccc(Br)c3)cc2-c2ccccc2)cc(OC)c1OC;1900.0;intermediate
CHEMBL290219;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc(C#N)cc1)CC2;1900.0;intermediate
CHEMBL2331933;COc1cccc(-c2noc(Nc3ccc4c(c3)OCCO4)n2)c1;1900.0;intermediate
CHEMBL4293279;COc1cc(C(=O)c2c[nH]c3c(-c4ccco4)cccc23)cc(OC)c1OC;1900.0;intermediate
CHEMBL4293707;O=C(/C=C\Nc1ccc(Br)cc1)c1c(-c2ccc(Cl)cc2)nc2ccccn12;1930.0;intermediate
CHEMBL3287797;COc1ccc(Nc2ncccc2C(=O)NCc2cn(Cc3cccc(Oc4ccccc4)c3)nn2)c(OC)c1;1930.0;intermediate
CHEMBL308075;COc1cc(/C=C\c2ccc(C)cc2)cc(OC)c1OC;1995.26;intermediate
CHEMBL114212;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cn1;1995.26;intermediate
CHEMBL432421;COc1cc(/C=C\c2ccn(C)c(=O)c2)cc(OC)c1OC;1995.26;intermediate
CHEMBL2313456;COc1cc(Sc2c(C3CCC3)[nH]c3ccccc23)cc(OC)c1OC;2000.0;intermediate
CHEMBL3329875;O=C(NCc1ccco1)N1CCC(c2nc(-c3ccc(Cl)cc3)no2)CC1;2000.0;intermediate
CHEMBL3401786;COC(=O)Nc1nc2ccc(C(=O)c3sccc3O)cc2[nH]1;2000.0;intermediate
CHEMBL4453878;COC(=O)Nc1nc2cc(Sc3nnc4ccc(-c5ccc(F)cc5)nn34)ccc2[nH]1;2000.0;intermediate
CHEMBL89905;COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1O;2000.0;intermediate
CHEMBL204180;CS(=O)(=O)Nc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1;2000.0;intermediate
CHEMBL45503;Cc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;2000.0;intermediate
CHEMBL221765;COC(=O)c1[nH]c2ccc(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1;2000.0;intermediate
CHEMBL440113;COc1ccc2nc(/C=C/c3ccccc3)[nH]c(=O)c2c1;2000.0;intermediate
CHEMBL50767;Oc1nc(/C=C/c2ccccc2)nc2ccc(Br)cc12;2000.0;intermediate
CHEMBL277998;COc1c(O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2;2000.0;intermediate
CHEMBL77552;COc1ccc(-c2oc3cc(O)c(OC)c(O)c3c(=O)c2OC)cc1O;2000.0;intermediate
CHEMBL379249;c1ccc(CNc2nccnc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1;2000.0;intermediate
CHEMBL205122;c1coc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1;2000.0;intermediate
CHEMBL230738;COc1cc(C(=O)c2cccc3[nH]ccc23)cc(OC)c1OC;2000.0;intermediate
CHEMBL277239;COc1cc2c(c(OC)c1O)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2;2000.0;intermediate
CHEMBL4746357;COc1cc(Nc2ncccc2NC(=O)c2cn(Cc3cccc(Oc4ccccc4)c3)nn2)cc(OC)c1;2040.0;intermediate
CHEMBL4452964;COc1cc(C(=O)/C(C)=C/c2ccc(OC)c(O)c2)cc(OC)n1;2080.0;intermediate
CHEMBL205487;O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Sc2ncc(Br)cn2)cc1;2100.0;intermediate
CHEMBL4468863;COc1cc(C(=O)c2cn(-c3cccc(Cl)c3)cc2-c2ccccc2)cc(OC)c1OC;2100.0;intermediate
CHEMBL3318094;COc1cc(C(=O)c2ccn(-c3cccc(F)c3)c2)cc(OC)c1OC;2100.0;intermediate
CHEMBL34781;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc(OC(C)=O)cc1)CC2;2100.0;intermediate
CHEMBL424885;COc1ccc(/C=C\c2cc(Br)c(OC)c(OC)c2)cc1;2100.0;intermediate
CHEMBL217139;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2N)cc1;2100.0;intermediate
CHEMBL2313812;COc1cc(C(=O)c2c(-c3ccccc3F)[nH]c3ccccc23)cc(OC)c1OC;2100.0;intermediate
CHEMBL3597202;COc1ccc2[nH]c(-c3ccccc3)c(Sc3cc(OC)c(OC)c(OC)c3)c2c1;2100.0;intermediate
CHEMBL91937;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@@H]1CSC([C@H]2C[C@H]2C)=N1)OC;2100.0;intermediate
CHEMBL387889;CCOc1ccc2[nH]cc(Sc3cc(OC)c(OC)c(OC)c3)c2c1;2100.0;intermediate
CHEMBL2313797;COc1cc(C(=O)c2c(-c3ccsc3)[nH]c3ccccc23)cc(OC)c1OC;2100.0;intermediate
CHEMBL36073;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CC2;2100.0;intermediate
CHEMBL3318124;COc1ccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc1OC;2100.0;intermediate
CHEMBL1969257;COc1ccc(N2C(=O)CSC2c2cc(OC)c(OC)c(OC)c2)cc1;2120.0;intermediate
CHEMBL234245;COc1ccc(-c2snnc2-c2cc(OC)c(OC)c(OC)c2)cc1[N+](=O)[O-];2130.0;intermediate
CHEMBL3360101;O=C(Nc1cccnc1Nc1ccc(F)cc1)c1cccnc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1;2160.0;intermediate
CHEMBL4794039;COc1cc(C2=NNC(c3ccc(F)cc3)C2)ccc1OCc1nnn[nH]1;2160.0;intermediate
CHEMBL4585153;COc1ccc(CN(C(=O)Cn2cc(COc3ccc4c(C)cc(=O)oc4c3)nn2)c2cc(OC)c(OC)c(OC)c2)cc1;2164.0;intermediate
CHEMBL381961;c1cnc(NCc2cnccn2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1;2200.0;intermediate
CHEMBL395785;COc1cc(C(=O)c2ccc3[nH]ccc3c2)cc(OC)c1OC;2200.0;intermediate
CHEMBL3401784;COC(=O)Nc1nc2ccc(C(=O)c3ccc(OC)cc3O)cc2[nH]1;2200.0;intermediate
CHEMBL2420883;CNC(=O)c1cc(Br)cc(N(C)c2ccc(OC)cc2)c1;2200.0;intermediate
CHEMBL3318089;COc1cc(C(=O)c2ccn(-c3cccc(Cl)c3)c2)cc(OC)c1OC;2200.0;intermediate
CHEMBL381787;CCOC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)c(OC)c(OC)c1;2200.0;intermediate
CHEMBL2331957;COc1cccc(-c2noc(Nc3ccc4c(c3)OCO4)n2)c1;2200.0;intermediate
CHEMBL378838;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](/N=C(/C)S)CC2;2200.0;intermediate
CHEMBL201490;COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)cc(OC)c1;2200.0;intermediate
CHEMBL203868;Fc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)cc1F;2200.0;intermediate
CHEMBL4283773;COc1cc(Sc2c[nH]c3cc(-c4ccoc4)ccc23)cc(OC)c1OC;2300.0;intermediate
CHEMBL3329918;Cc1ccc(-c2noc(C3CCN(C(=O)NCc4ccco4)CC3)n2)cc1;2300.0;intermediate
CHEMBL2331934;COc1cccc(-c2noc(Nc3ccc(OC)c(Cl)c3)n2)c1;2300.0;intermediate
CHEMBL416773;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1ccc(C#N)cc1)CC2;2300.0;intermediate
CHEMBL3318090;COc1cc(C(=O)c2ccn(-c3ccc(Cl)cc3)c2)cc(OC)c1OC;2300.0;intermediate
CHEMBL4539048;COc1cc(C(=O)c2cn(-c3ccccc3)cc2-c2cccc(Cl)c2)cc(OC)c1OC;2300.0;intermediate
CHEMBL454328;C=CC[C@@H](CC/C(C)=C\C=C\CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC;2300.0;intermediate
CHEMBL34772;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc(Cl)cc1)CC2;2300.0;intermediate
CHEMBL37931;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1ccc(F)cc1)CC2;2300.0;intermediate
CHEMBL35647;CCCCCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21;2300.0;intermediate
CHEMBL5184318;COc1ccc(-c2sc3nc(-c4ccc(F)cc4)c(/C=C/C(=O)c4ccccn4)n3c2-c2ccc(OC)cc2)cc1;2350.0;intermediate
CHEMBL3629554;COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1OCc1cn(CCN2C(=O)C(=O)c3ccccc32)nn1;2360.0;intermediate
CHEMBL37812;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc(F)cc1)CC2;2400.0;intermediate
CHEMBL203031;CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1;2400.0;intermediate
CHEMBL3597185;COc1cc(Sc2c(-c3ccccc3)[nH]c3cccc(Br)c23)cc(OC)c1OC;2400.0;intermediate
CHEMBL3597210;COc1cc(Sc2c(-c3ccccc3)[nH]c3cc(F)ccc23)cc(OC)c1OC;2400.0;intermediate
CHEMBL4514531;Cc1cc(=O)oc2cc(OCc3cn(-c4ccc(S(N)(=O)=O)cc4)nn3)ccc12;2400.0;intermediate
CHEMBL224711;COc1ccc(CCN2C=CC=C3C2=Nc2ccccc2N(C)S3(=O)=O)cc1;2400.0;intermediate
CHEMBL2322514;COc1ccc(C2CC2c2ccc(OC)c(OC)c2OC)cc1;2400.0;intermediate
CHEMBL216433;COc1ccc(/C=C\c2cc(OC)cc(OC)c2N)cc1;2400.0;intermediate
CHEMBL3597218;COc1cc(Cc2c(-c3ccccc3)[nH]c3c(Cl)cccc23)cc(OC)c1OC;2400.0;intermediate
CHEMBL63970;COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC;2400.0;intermediate
CHEMBL204093;Cc1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccccn2)n1;2400.0;intermediate
CHEMBL4285465;Cc1ccc(S(=O)(=O)NCc2cn(Cc3cccc(Oc4ccccc4)c3)nn2)cc1;2410.0;intermediate
CHEMBL3331199;COc1cc(-c2cc3c4ccccc4n(C(C)=O)c3nn2)cc(OC)c1OC;2410.0;intermediate
CHEMBL5219618;COc1ccc(N(C)c2nc(NCc3cccnc3)nc3ccccc23)cc1;2450.0;intermediate
CHEMBL3318107;COc1cc(C(=O)c2ccn(-c3cccc(-n4cccc4)c3)c2)cc(OC)c1OC;2500.0;intermediate
CHEMBL299871;Oc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12;2500.0;intermediate
CHEMBL3318108;COc1cc(C(=O)c2ccn(-c3cccc(N4CCCC4)c3)c2)cc(OC)c1OC;2500.0;intermediate
CHEMBL3318103;COc1cc(C(=O)c2ccn(-c3cccc(NC(C)C)c3)c2)cc(OC)c1OC;2500.0;intermediate
CHEMBL2331940;COc1ccc(OC)c(-c2noc(Nc3ccc4c(c3)OCO4)n2)c1;2500.0;intermediate
CHEMBL3318092;COc1cc(C(=O)c2ccn(-c3cccc(OC(C)C)c3)c2)cc(OC)c1OC;2500.0;intermediate
CHEMBL381933;COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)c(OC)c(OC)c1;2500.0;intermediate
CHEMBL285869;COc1ccc(CN[C@H]2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(SC)c(=O)cc32)c(OC)c1OC;2500.0;intermediate
CHEMBL4868563;COc1ccc(S(=O)(=O)Nc2ccccc2Nc2ccc(O)cc2)cc1;2500.0;intermediate
CHEMBL35438;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1cccc(C#N)c1)CC2;2500.0;intermediate
CHEMBL388563;COC(=O)[C@@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)[C@@H](OCc3ccccc3)C3[C@]4(OC(C)=O)COC4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)C(C)C;2600.0;intermediate
CHEMBL229399;COc1cc(Sc2c[nH]c3ccccc23)cc(OC)c1OC;2600.0;intermediate
CHEMBL4280361;COc1cc(C(=O)c2c[nH]c3c(-c4cccs4)cccc23)cc(OC)c1OC;2600.0;intermediate
CHEMBL368320;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@H](OC(C)=O)CC2;2600.0;intermediate
CHEMBL2331953;COc1ccc(Nc2nc(-c3cccc(OC)c3OC)no2)cc1;2600.0;intermediate
CHEMBL4745498;COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1CCC2;2600.0;intermediate
CHEMBL3329908;O=C(NCc1ccccc1)N1CCC(c2nc(-c3ccccc3Cl)no2)CC1;2600.0;intermediate
CHEMBL486273;COc1cc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)ccc1O;2600.0;intermediate
CHEMBL3604209;COc1ccc2c(c1)CCCN2c1nccc2ccccc12;2600.0;intermediate
CHEMBL389506;COc1cc(Sc2c[nH]c3ccc(Cl)cc23)cc(OC)c1OC;2600.0;intermediate
CHEMBL2313458;COc1cc(Sc2c(C3CCCC3)[nH]c3ccccc23)cc(OC)c1OC;2600.0;intermediate
CHEMBL75283;CCOc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1;2691.53;intermediate
CHEMBL2331946;CCc1ccc(Nc2nc(-c3ccccc3F)no2)cc1;2700.0;intermediate
CHEMBL3318113;COc1ccccc1-n1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)c1;2700.0;intermediate
CHEMBL229673;COc1cc(Sc2c[nH]c3ccc(C)cc23)cc(OC)c1OC;2700.0;intermediate
CHEMBL388175;COc1cc(Sc2c[nH]c3ccc(I)cc23)cc(OC)c1OC;2700.0;intermediate
CHEMBL2313798;COc1cc(Cc2c(-c3ccsc3)[nH]c3ccccc23)cc(OC)c1OC;2700.0;intermediate
CHEMBL4538461;COC(=O)Nc1nc2cc(OS(=O)(=O)c3c(Cl)cccc3Cl)ccc2[nH]1;2700.0;intermediate
CHEMBL229511;COc1cc(Sc2c(C)[nH]c3ccc(Cl)cc23)cc(OC)c1OC;2700.0;intermediate
CHEMBL3262010;O=C1OCC2=C1C(c1ccc(-c3ccc(-c4cc(F)cc(F)c4)cc3)cc1)c1c(ccc3cn[nH]c13)N2;2740.0;intermediate
CHEMBL3287799;COc1cc(Nc2ncccc2C(=O)NCc2cn(Cc3cccc(Oc4ccccc4)c3)nn2)cc(OC)c1;2780.0;intermediate
CHEMBL417869;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1cccc([N+](=O)[O-])c1)CC2;2800.0;intermediate
CHEMBL284940;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1ccc([N+](=O)[O-])cc1)CC2;2800.0;intermediate
CHEMBL3393100;COc1ccc(/C=C/C(=O)c2ccccc2-c2cc(OC)c(OC)c(OC)c2)cc1O;2800.0;intermediate
CHEMBL2313457;COc1cc(C(=O)c2c(C3CCC3)[nH]c3ccccc23)cc(OC)c1OC;2800.0;intermediate
CHEMBL576300;COc1ccc(C2CC2c2cc(OC)c(OC)c(OC)c2)cc1N;2800.0;intermediate
CHEMBL5176228;COc1cc(N(Cc2c(C)noc2C)C(=O)CSc2nc3ccccc3s2)cc(OC)c1OC;2870.0;intermediate
CHEMBL20684;COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1;2880.0;intermediate
CHEMBL3797389;COc1ccc(/C=C/C(=O)/C=C/c2ccc(OCc3cn(CCOc4cc(=O)oc5ccccc45)nn3)c(OC)c2)cc1OC;2880.0;intermediate
CHEMBL389169;COC(=O)c1[nH]c2ccccc2c1Sc1cc(OC)c(OC)c(OC)c1;2900.0;intermediate
CHEMBL373244;CCOC(=O)c1[nH]c2ccccc2c1Sc1cccc(OC)c1;2900.0;intermediate
CHEMBL287508;COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1O;2900.0;intermediate
CHEMBL202029;CCOC(=O)c1[nH]c2ccccc2c1Sc1cc(OC)c(OC)c(OC)c1;2900.0;intermediate
CHEMBL4878739;CN(c1ccc(OC(F)(F)F)cc1)c1nc(Cl)nc2cnn(C)c12;2900.0;intermediate
CHEMBL4762159;COc1cc(C2=NNC(c3ccc(Cl)cc3)C2)ccc1OCc1nnn[nH]1;2940.0;intermediate
CHEMBL3262274;O=C1OCC2=C1C(c1ccc(-c3ccc(-c4ccc(OC(F)(F)F)cc4)cc3)cc1)c1c(ccc3cn[nH]c13)N2;2950.0;intermediate
CHEMBL3329876;COc1cccc(NC(=O)N2CCC(c3nc(-c4ccc(C)cc4)no3)CC2)c1;3000.0;intermediate
CHEMBL375206;COc1cc(-c2nncn2-c2ccc3c(ccn3C)c2)cc(OC)c1OC;3000.0;intermediate
CHEMBL287357;COc1cc(C(=O)N[C@H]2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(SC)c(=O)cc32)cc(OC)c1OC;3000.0;intermediate
CHEMBL309263;COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O;3000.0;intermediate
CHEMBL4287959;COc1cc(C(=O)c2c[nH]c3c(-c4ccoc4)cccc23)cc(OC)c1OC;3000.0;intermediate
CHEMBL2313488;COc1cc(Cc2c(-c3cc[nH]c3)[nH]c3ccccc23)cc(OC)c1OC;3000.0;intermediate
CHEMBL422246;COc1cc(/C=C\c2ccc(Cl)c(N)c2)cc(OC)c1OC;3019.95;intermediate
CHEMBL324796;COc1ncc(/C=C\c2cc(OC)c(OC)c(OC)c2)cn1;3019.95;intermediate
CHEMBL319183;COc1ccc(/C=C(/C(N)=O)c2cc(OC)c(OC)c(OC)c2)cc1N;3019.95;intermediate
CHEMBL324944;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)nc1;3019.95;intermediate
CHEMBL4531067;COc1cc(S(=O)(=O)/C=C/c2cccc3[nH]ccc23)cc(OC)c1OC;3090.0;intermediate
CHEMBL86736;COc1cc(/C=C\c2ccc(Br)cc2)cc(OC)c1OC;3090.3;intermediate
CHEMBL380903;CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1cccc(OC)c1;3100.0;intermediate
CHEMBL2313482;COc1cc(Sc2c(-c3ccc4[nH]ccc4c3)[nH]c3ccccc23)cc(OC)c1OC;3100.0;intermediate
CHEMBL5077952;C/C=C\CC(C/C=C\NC(=O)[C@@H](NC(=O)/C=C\C=C/C(C)=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C(C)(C)C)OC(N)=O;3100.0;intermediate
CHEMBL3325999;COc1ccc(S(=O)(=O)N2CCc3cccc(Nc4ccc(C#N)cc4)c32)cc1;3200.0;intermediate
CHEMBL35529;COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NCc1ccccc1[N+](=O)[O-])CC2;3200.0;intermediate
CHEMBL229561;COc1cc(Sc2c[nH]c3ccc(F)cc23)cc(OC)c1OC;3300.0;intermediate
CHEMBL229674;COc1ccc2[nH]c(C)c(Sc3cc(OC)c(OC)c(OC)c3)c2c1;3300.0;intermediate
CHEMBL4116551;COc1ccc2c(c1)CCCN2c1nc(C)nc2c(Cc3ccccc3)c[nH]c12;3300.0;intermediate
CHEMBL3604210;COc1ccc2c(c1)CCCN2c1cncc2ccccc12;3300.0;intermediate
CHEMBL2369022;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@H](CSC)NC(C)=O)OC;3300.0;intermediate
CHEMBL4474082;COc1cc(C(=O)c2cn(-c3ccc([N+](=O)[O-])cc3)cc2-c2ccccc2)cc(OC)c1OC;3300.0;intermediate
CHEMBL49045;COc1cc2nc(/C=C/c3ccccc3)nc(O)c2cc1OC;3300.0;intermediate
CHEMBL2313800;COc1cc(Sc2c(C3=NCCO3)[nH]c3ccccc23)cc(OC)c1OC;3300.0;intermediate
CHEMBL2313806;COc1cc(Sc2c(-c3ccccc3)[nH]c3ccccc23)cc(OC)c1OC;3300.0;intermediate
CHEMBL2313817;COc1ccccc1-c1[nH]c2ccccc2c1Sc1cc(OC)c(OC)c(OC)c1;3300.0;intermediate
CHEMBL10557;COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O;3311.31;intermediate
CHEMBL4278800;COc1ccc(CN(C(=O)CSc2nc3ccccc3o2)c2cc(OC)c(OC)c(OC)c2)cc1;3350.0;intermediate
CHEMBL312992;COc1cc(/C=C\c2ccc(N(C)C)cc2)cc(OC)c1OC;3388.44;intermediate
CHEMBL3393091;COc1ccc(/C=C/C(=O)c2ccccc2-c2ccc(F)cc2)cc1B(O)O;3400.0;intermediate
CHEMBL289240;COc1cc(CN[C@H]2CCc3cc(OC)c(OC)c(OC)c3-c3ccc(SC)c(=O)cc32)cc(OC)c1;3400.0;intermediate
CHEMBL4851013;COc1cc(C(=O)N2CCc3cc(Br)ccc32)cc(OC)c1OC;3400.0;intermediate
CHEMBL276625;COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O;3400.0;intermediate
